,Unnamed: 0,spk1,spk1_fid,spk1_path,spk2,spk2_fid,spk2_path,noise_type,noise_db,noise_path,mixture_path,overlap_ms,s1_silence_start_ms,s1_silence_end_ms
2284,2284,37F,si624,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si624.wav,23M,si724,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/si724.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/37F/straightcam/si624.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_si624_23M_si724.wav,4000,4000.0,4000.0
2285,2285,37F,si706,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si706.wav,23M,sx184,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/sx184.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/37F/straightcam/si706.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_si706_23M_sx184.wav,3434,3434.75,3434.75
2286,2286,37F,si708,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si708.wav,26M,si1745,/project/pi_mfiterau_umass_edu/TCD_TIMIT/26M/straightcam/si1745.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/37F/straightcam/si708.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_si708_26M_si1745.wav,4000,4000.0,4000.0
2287,2287,37F,si716,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si716.wav,05F,sx240,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/sx240.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/37F/straightcam/si716.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_si716_05F_sx240.wav,4000,4000.0,4000.0
2288,2288,37F,si718,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si718.wav,38F,sx390,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/sx390.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/37F/straightcam/si718.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_si718_38F_sx390.wav,4000,4000.0,4000.0
2289,2289,37F,si897,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si897.wav,06M,si699,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/si699.wav,LR,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/-5/volunteers/37F/straightcam/si897.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_si897_06M_si699.wav,4000,4000.0,4000.0
2290,2290,37F,si977,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si977.wav,57M,sx273,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/sx273.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/37F/straightcam/si977.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_si977_57M_sx273.wav,4000,4000.0,4000.0
2291,2291,37F,si980,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/si980.wav,57M,si1000,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/si1000.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/37F/straightcam/si980.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_si980_57M_si1000.wav,4000,4000.0,4000.0
2292,2292,37F,sx166,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx166.wav,50F,si1671,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si1671.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/37F/straightcam/sx166.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx166_50F_si1671.wav,4000,4000.0,4000.0
2293,2293,37F,sx167,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx167.wav,38F,si2074,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/si2074.wav,LR,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/-5/volunteers/37F/straightcam/sx167.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx167_38F_si2074.wav,4000,4000.0,4000.0
2294,2294,37F,sx168,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx168.wav,51F,si1293,/project/pi_mfiterau_umass_edu/TCD_TIMIT/51F/straightcam/si1293.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/37F/straightcam/sx168.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx168_51F_si1293.wav,3797,3797.375,4000.0
2295,2295,37F,sx170,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx170.wav,01M,si2220,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si2220.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/37F/straightcam/sx170.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx170_01M_si2220.wav,4000,4000.0,4000.0
2296,2296,37F,sx171,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx171.wav,07F,sx170,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx170.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/37F/straightcam/sx171.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx171_07F_sx170.wav,4000,4000.0,4000.0
2297,2297,37F,sx172,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx172.wav,13F,sx148,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx148.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/37F/straightcam/sx172.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx172_13F_sx148.wav,4000,4000.0,4000.0
2298,2298,37F,sx173,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx173.wav,16M,si658,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/si658.wav,Car,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/20/volunteers/37F/straightcam/sx173.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx173_16M_si658.wav,4000,4000.0,4000.0
2299,2299,37F,sx174,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx174.wav,02M,si646,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/si646.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/37F/straightcam/sx174.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx174_02M_si646.wav,4000,4000.0,4000.0
2300,2300,37F,sx175,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx175.wav,07F,sx82,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx82.wav,Cafe,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/-5/volunteers/37F/straightcam/sx175.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx175_07F_sx82.wav,4000,4000.0,4000.0
2301,2301,37F,sx176,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx176.wav,40F,sx111,/project/pi_mfiterau_umass_edu/TCD_TIMIT/40F/straightcam/sx111.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/37F/straightcam/sx176.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx176_40F_sx111.wav,4000,4000.0,4000.0
2302,2302,37F,sx177,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx177.wav,39M,si1098,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/si1098.wav,LR,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/0/volunteers/37F/straightcam/sx177.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx177_39M_si1098.wav,3434,3434.75,4000.0
2303,2303,37F,sx178,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx178.wav,26M,sx35,/project/pi_mfiterau_umass_edu/TCD_TIMIT/26M/straightcam/sx35.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/37F/straightcam/sx178.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx178_26M_sx35.wav,4000,4000.0,4000.0
2304,2304,37F,sx256,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx256.wav,23M,si1710,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/si1710.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/37F/straightcam/sx256.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx256_23M_si1710.wav,4000,4000.0,4000.0
2305,2305,37F,sx257,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx257.wav,40F,sx383,/project/pi_mfiterau_umass_edu/TCD_TIMIT/40F/straightcam/sx383.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/37F/straightcam/sx257.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx257_40F_sx383.wav,3498,3498.6875,4000.0
2306,2306,37F,sx258,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx258.wav,07F,sx84,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx84.wav,White,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/0/volunteers/37F/straightcam/sx258.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx258_07F_sx84.wav,4000,4000.0,4000.0
2307,2307,37F,sx260,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx260.wav,06M,sx337,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx337.wav,Cafe,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/15/volunteers/37F/straightcam/sx260.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx260_06M_sx337.wav,4000,4000.0,4000.0
2308,2308,37F,sx261,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx261.wav,16M,sx100,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx100.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/37F/straightcam/sx261.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx261_16M_sx100.wav,3712,3712.0625,4000.0
2309,2309,37F,sx262,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx262.wav,01M,si2220,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si2220.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/37F/straightcam/sx262.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx262_01M_si2220.wav,4000,4000.0,4000.0
2310,2310,37F,sx263,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx263.wav,05F,sx53,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/sx53.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/37F/straightcam/sx263.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx263_05F_sx53.wav,4000,4000.0,4000.0
2311,2311,37F,sx264,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx264.wav,06M,sx70,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx70.wav,Babble,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/5/volunteers/37F/straightcam/sx264.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx264_06M_sx70.wav,4000,4000.0,4000.0
2312,2312,37F,sx265,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx265.wav,48M,sx233,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx233.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/37F/straightcam/sx265.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx265_48M_sx233.wav,4000,4000.0,4000.0
2313,2313,37F,sx266,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx266.wav,17F,sx203,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/sx203.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/37F/straightcam/sx266.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx266_17F_sx203.wav,4000,4000.0,4000.0
2314,2314,37F,sx267,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx267.wav,39M,si1542,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/si1542.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/37F/straightcam/sx267.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx267_39M_si1542.wav,4000,4000.0,4000.0
2315,2315,37F,sx268,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx268.wav,17F,sx20,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/sx20.wav,Babble,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/20/volunteers/37F/straightcam/sx268.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx268_17F_sx20.wav,3541,3541.375,4000.0
2316,2316,37F,sx346,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx346.wav,17F,si1635,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/si1635.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/37F/straightcam/sx346.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx346_17F_si1635.wav,4000,4000.0,4000.0
2317,2317,37F,sx347,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx347.wav,46F,sx100,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/sx100.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/37F/straightcam/sx347.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx347_46F_sx100.wav,4000,4000.0,4000.0
2318,2318,37F,sx348,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx348.wav,47M,si1751,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si1751.wav,Cafe,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/20/volunteers/37F/straightcam/sx348.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx348_47M_si1751.wav,4000,4000.0,4000.0
2319,2319,37F,sx350,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx350.wav,22M,sx442,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/sx442.wav,White,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/10/volunteers/37F/straightcam/sx350.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx350_22M_sx442.wav,4000,4000.0,4000.0
2320,2320,37F,sx351,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx351.wav,03F,si1701,/project/pi_mfiterau_umass_edu/TCD_TIMIT/03F/straightcam/si1701.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/37F/straightcam/sx351.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx351_03F_si1701.wav,4000,4000.0,4000.0
2321,2321,37F,sx352,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx352.wav,13F,sx330,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/sx330.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/37F/straightcam/sx352.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx352_13F_sx330.wav,4000,4000.0,4000.0
2322,2322,37F,sx353,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx353.wav,22M,si529,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/si529.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/37F/straightcam/sx353.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx353_22M_si529.wav,4000,4000.0,4000.0
2323,2323,37F,sx354,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx354.wav,02M,sx126,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx126.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/37F/straightcam/sx354.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx354_02M_sx126.wav,4000,4000.0,4000.0
2324,2324,37F,sx355,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx355.wav,05F,sx236,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/sx236.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/37F/straightcam/sx355.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx355_05F_sx236.wav,4000,4000.0,4000.0
2325,2325,37F,sx356,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx356.wav,50F,sx151,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/sx151.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/37F/straightcam/sx356.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx356_50F_sx151.wav,4000,4000.0,4000.0
2326,2326,37F,sx357,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx357.wav,13F,si1681,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/si1681.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/37F/straightcam/sx357.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx357_13F_si1681.wav,4000,4000.0,4000.0
2327,2327,37F,sx358,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx358.wav,29M,sx257,/project/pi_mfiterau_umass_edu/TCD_TIMIT/29M/straightcam/sx257.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/37F/straightcam/sx358.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx358_29M_sx257.wav,4000,4000.0,4000.0
2328,2328,37F,sx436,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx436.wav,03F,sx301,/project/pi_mfiterau_umass_edu/TCD_TIMIT/03F/straightcam/sx301.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/37F/straightcam/sx436.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx436_03F_sx301.wav,4000,4000.0,4000.0
2329,2329,37F,sx437,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx437.wav,23M,sx273,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/sx273.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/37F/straightcam/sx437.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx437_23M_sx273.wav,4000,4000.0,4000.0
2330,2330,37F,sx438,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx438.wav,17F,si565,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/si565.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/37F/straightcam/sx438.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx438_17F_si565.wav,4000,4000.0,4000.0
2331,2331,37F,sx440,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx440.wav,05F,si1049,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/si1049.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/37F/straightcam/sx440.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx440_05F_si1049.wav,4000,4000.0,4000.0
2332,2332,37F,sx441,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx441.wav,10M,sx22,/project/pi_mfiterau_umass_edu/TCD_TIMIT/10M/straightcam/sx22.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/37F/straightcam/sx441.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx441_10M_sx22.wav,4000,4000.0,4000.0
2333,2333,37F,sx442,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx442.wav,14M,sx344,/project/pi_mfiterau_umass_edu/TCD_TIMIT/14M/straightcam/sx344.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/37F/straightcam/sx442.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx442_14M_sx344.wav,4000,4000.0,4000.0
2334,2334,37F,sx443,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx443.wav,51F,si1839,/project/pi_mfiterau_umass_edu/TCD_TIMIT/51F/straightcam/si1839.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/37F/straightcam/sx443.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx443_51F_si1839.wav,4000,4000.0,4000.0
2335,2335,37F,sx444,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx444.wav,38F,si1260,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/si1260.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/37F/straightcam/sx444.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx444_38F_si1260.wav,4000,4000.0,4000.0
2336,2336,37F,sx445,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx445.wav,22M,sx177,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/sx177.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/37F/straightcam/sx445.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx445_22M_sx177.wav,4000,4000.0,4000.0
2337,2337,37F,sx446,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx446.wav,02M,sx437,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx437.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/37F/straightcam/sx446.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx446_02M_sx437.wav,4000,4000.0,4000.0
2338,2338,37F,sx447,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx447.wav,02M,sx195,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx195.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/37F/straightcam/sx447.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx447_02M_sx195.wav,4000,4000.0,4000.0
2339,2339,37F,sx448,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx448.wav,51F,sx218,/project/pi_mfiterau_umass_edu/TCD_TIMIT/51F/straightcam/sx218.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/37F/straightcam/sx448.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx448_51F_sx218.wav,4000,4000.0,4000.0
2340,2340,37F,sx76,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx76.wav,22M,si1076,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/si1076.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/37F/straightcam/sx76.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx76_22M_si1076.wav,4000,4000.0,4000.0
2341,2341,37F,sx77,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sx77.wav,32F,sx112,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx112.wav,Babble,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/5/volunteers/37F/straightcam/sx77.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/37F_sx77_32F_sx112.wav,4000,4000.0,4000.0
