,spk,fid,audio_path,gray_video_path,optical_flow_path,audio_length,video_length,video_H,video_W
3168,32F,sx296,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx296.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx296.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx296.npy,68267,265,67,67
3169,32F,sx375,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx375.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx375.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx375.npy,73729,286,67,67
3170,32F,sx376,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx376.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx376.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx376.npy,73387,284,67,67
3171,32F,sx377,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx377.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx377.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx377.npy,82603,321,67,67
3172,32F,sx378,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx378.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx378.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx378.npy,81238,315,67,67
3173,32F,sx379,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx379.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx379.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx379.npy,69633,271,67,67
3174,32F,sx380,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx380.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx380.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx380.npy,64513,250,67,67
3175,32F,sx381,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx381.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx381.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx381.npy,67585,263,67,67
3176,32F,sx382,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx382.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx382.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx382.npy,73046,284,67,67
3177,32F,sx383,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx383.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx383.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx383.npy,74412,290,67,67
3178,32F,sx384,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx384.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx384.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx384.npy,65878,257,67,67
3179,32F,sx385,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx385.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx385.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx385.npy,64172,248,67,67
3180,32F,sx386,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/sx386.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/32F/sx386.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/32F/sx386.npy,67243,261,67,67
3181,33F,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sa1.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sa1.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sa1.npy,93867,365,67,67
3182,33F,sa2,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sa2.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sa2.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sa2.npy,81238,315,67,67
3183,33F,si1019,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1019.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1019.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1019.npy,80897,315,67,67
3184,33F,si1024,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1024.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1024.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1024.npy,101377,394,67,67
3185,33F,si1025,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1025.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1025.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1025.npy,69292,269,67,67
3186,33F,si1107,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1107.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1107.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1107.npy,74412,288,67,67
3187,33F,si1108,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1108.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1108.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1108.npy,94550,367,67,67
3188,33F,si1111,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1111.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1111.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1111.npy,47787,186,67,67
3189,33F,si1112,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1112.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1112.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1112.npy,85676,334,67,67
3190,33F,si1313,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1313.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1313.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1313.npy,112982,440,67,67
3191,33F,si1380,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1380.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1380.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1380.npy,90113,350,67,67
3192,33F,si1477,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1477.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1477.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1477.npy,102742,398,67,67
3193,33F,si1568,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1568.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1568.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1568.npy,60417,234,67,67
3194,33F,si1649,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1649.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1649.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1649.npy,54273,211,67,67
3195,33F,si1737,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1737.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1737.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1737.npy,83627,325,67,67
3196,33F,si1741,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1741.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1741.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1741.npy,103083,402,67,67
3197,33F,si1742,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1742.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1742.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1742.npy,95233,371,67,67
3198,33F,si1743,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1743.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1743.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1743.npy,105814,411,67,67
3199,33F,si1846,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si1846.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si1846.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si1846.npy,64172,250,67,67
3200,33F,si2174,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si2174.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si2174.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si2174.npy,53932,209,67,67
3201,33F,si2196,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si2196.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si2196.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si2196.npy,96598,375,67,67
3202,33F,si2198,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si2198.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si2198.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si2198.npy,91819,357,67,67
3203,33F,si2222,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si2222.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si2222.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si2222.npy,83627,325,67,67
3204,33F,si2284,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si2284.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si2284.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si2284.npy,79190,309,67,67
3205,33F,si2285,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si2285.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si2285.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si2285.npy,63830,248,67,67
3206,33F,si471,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si471.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si471.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si471.npy,64513,250,67,67
3207,33F,si477,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si477.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si477.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si477.npy,105132,409,67,67
3208,33F,si478,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si478.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si478.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si478.npy,73387,286,67,67
3209,33F,si481,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si481.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si481.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si481.npy,110252,430,67,67
3210,33F,si483,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si483.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si483.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si483.npy,97963,382,67,67
3211,33F,si497,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si497.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si497.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si497.npy,107179,417,67,67
3212,33F,si688,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si688.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si688.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si688.npy,104107,405,67,67
3213,33F,si696,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si696.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si696.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si696.npy,90113,350,67,67
3214,33F,si750,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si750.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si750.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si750.npy,68609,267,67,67
3215,33F,si840,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si840.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si840.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si840.npy,69633,271,67,67
3216,33F,si847,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si847.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si847.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si847.npy,72705,282,67,67
3217,33F,si936,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si936.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si936.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si936.npy,79532,309,67,67
3218,33F,si938,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/si938.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/si938.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/si938.npy,102742,400,67,67
3219,33F,sx117,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx117.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx117.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx117.npy,75436,294,67,67
3220,33F,sx118,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx118.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx118.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx118.npy,68267,265,67,67
3221,33F,sx119,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx119.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx119.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx119.npy,72363,282,67,67
3222,33F,sx120,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx120.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx120.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx120.npy,91478,357,67,67
3223,33F,sx121,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx121.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx121.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx121.npy,77825,302,67,67
3224,33F,sx122,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx122.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx122.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx122.npy,81920,319,67,67
3225,33F,sx123,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx123.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx123.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx123.npy,77825,302,67,67
3226,33F,sx124,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx124.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx124.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx124.npy,67926,263,67,67
3227,33F,sx125,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx125.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx125.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx125.npy,60417,234,67,67
3228,33F,sx126,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx126.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx126.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx126.npy,65196,254,67,67
3229,33F,sx127,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx127.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx127.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx127.npy,60758,236,67,67
3230,33F,sx128,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx128.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx128.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx128.npy,68267,265,67,67
3231,33F,sx207,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx207.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx207.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx207.npy,55638,217,67,67
3232,33F,sx208,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx208.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx208.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx208.npy,82945,321,67,67
3233,33F,sx209,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx209.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx209.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx209.npy,66219,257,67,67
3234,33F,sx210,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx210.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx210.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx210.npy,65196,254,67,67
3235,33F,sx211,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx211.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx211.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx211.npy,68950,269,67,67
3236,33F,sx212,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx212.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx212.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx212.npy,81579,317,67,67
3237,33F,sx213,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx213.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx213.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx213.npy,74753,290,67,67
3238,33F,sx214,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx214.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx214.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx214.npy,78166,304,67,67
3239,33F,sx215,/project/pi_mfiterau_umass_edu/TCD_TIMIT/33F/straightcam/sx215.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/33F/sx215.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/33F/sx215.npy,75777,294,67,67
