,spk1,spk1_fid,spk1_path,spk2,spk2_fid,spk2_path,noise_type,noise_db,noise_path,mixture_path
1533,39M,sx195,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx195.wav,32F,si1280,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/si1280.wav,LR,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/0/volunteers/39M/straightcam/sx195.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx195_32F_si1280.wav
1534,39M,sx196,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx196.wav,22M,sx78,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/sx78.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/39M/straightcam/sx196.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx196_22M_sx78.wav
1535,39M,sx197,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx197.wav,52M,sx328,/project/pi_mfiterau_umass_edu/TCD_TIMIT/52M/straightcam/sx328.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/39M/straightcam/sx197.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx197_52M_sx328.wav
1536,39M,sx198,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx198.wav,38F,sx97,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/sx97.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/39M/straightcam/sx198.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx198_38F_sx97.wav
1537,39M,sx199,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx199.wav,30F,sx452,/project/pi_mfiterau_umass_edu/TCD_TIMIT/30F/straightcam/sx452.wav,LR,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/0/volunteers/39M/straightcam/sx199.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx199_30F_sx452.wav
1538,39M,sx20,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx20.wav,40F,sx381,/project/pi_mfiterau_umass_edu/TCD_TIMIT/40F/straightcam/sx381.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/39M/straightcam/sx20.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx20_40F_sx381.wav
1539,39M,sx200,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx200.wav,17F,sx201,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/sx201.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/39M/straightcam/sx200.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx200_17F_sx201.wav
1540,39M,sx273,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx273.wav,51F,sx118,/project/pi_mfiterau_umass_edu/TCD_TIMIT/51F/straightcam/sx118.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/39M/straightcam/sx273.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx273_51F_sx118.wav
1541,39M,sx279,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx279.wav,46F,sx275,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/sx275.wav,Babble,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/20/volunteers/39M/straightcam/sx279.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx279_46F_sx275.wav
1542,39M,sx280,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx280.wav,42M,si1490,/project/pi_mfiterau_umass_edu/TCD_TIMIT/42M/straightcam/si1490.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/39M/straightcam/sx280.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx280_42M_si1490.wav
1543,39M,sx281,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx281.wav,47M,sx41,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx41.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/39M/straightcam/sx281.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx281_47M_sx41.wav
1544,39M,sx282,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx282.wav,24M,si1188,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/si1188.wav,Cafe,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/-5/volunteers/39M/straightcam/sx282.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx282_24M_si1188.wav
1545,39M,sx284,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx284.wav,16M,sx277,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx277.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/39M/straightcam/sx284.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx284_16M_sx277.wav
1546,39M,sx285,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx285.wav,29M,sx351,/project/pi_mfiterau_umass_edu/TCD_TIMIT/29M/straightcam/sx351.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/39M/straightcam/sx285.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx285_29M_sx351.wav
1547,39M,sx286,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx286.wav,06M,sx69,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx69.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/39M/straightcam/sx286.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx286_06M_sx69.wav
1548,39M,sx287,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx287.wav,03F,si2331,/project/pi_mfiterau_umass_edu/TCD_TIMIT/03F/straightcam/si2331.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/39M/straightcam/sx287.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx287_03F_si2331.wav
1549,39M,sx288,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx288.wav,07F,si713,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/si713.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/39M/straightcam/sx288.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx288_07F_si713.wav
1550,39M,sx289,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx289.wav,13F,si1044,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/si1044.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/39M/straightcam/sx289.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx289_13F_si1044.wav
1551,39M,sx290,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx290.wav,21M,sx251,/project/pi_mfiterau_umass_edu/TCD_TIMIT/21M/straightcam/sx251.wav,Babble,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/5/volunteers/39M/straightcam/sx290.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx290_21M_sx251.wav
1552,39M,sx363,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx363.wav,22M,si1876,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/si1876.wav,Cafe,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/15/volunteers/39M/straightcam/sx363.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx363_22M_si1876.wav
1553,39M,sx369,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx369.wav,30F,sx363,/project/pi_mfiterau_umass_edu/TCD_TIMIT/30F/straightcam/sx363.wav,Car,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/15/volunteers/39M/straightcam/sx369.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx369_30F_sx363.wav
1554,39M,sx370,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx370.wav,38F,si2163,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/si2163.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/39M/straightcam/sx370.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx370_38F_si2163.wav
1555,39M,sx371,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx371.wav,03F,sx121,/project/pi_mfiterau_umass_edu/TCD_TIMIT/03F/straightcam/sx121.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/39M/straightcam/sx371.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx371_03F_sx121.wav
1556,39M,sx372,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx372.wav,01M,sx369,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/sx369.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/39M/straightcam/sx372.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx372_01M_sx369.wav
1557,39M,sx374,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx374.wav,43F,si1858,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/si1858.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/39M/straightcam/sx374.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx374_43F_si1858.wav
1558,39M,sx375,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx375.wav,51F,sx393,/project/pi_mfiterau_umass_edu/TCD_TIMIT/51F/straightcam/sx393.wav,Cafe,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/20/volunteers/39M/straightcam/sx375.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx375_51F_sx393.wav
1559,39M,sx376,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx376.wav,30F,si1703,/project/pi_mfiterau_umass_edu/TCD_TIMIT/30F/straightcam/si1703.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/39M/straightcam/sx376.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx376_30F_si1703.wav
1560,39M,sx377,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx377.wav,51F,si1378,/project/pi_mfiterau_umass_edu/TCD_TIMIT/51F/straightcam/si1378.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/39M/straightcam/sx377.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx377_51F_si1378.wav
1561,39M,sx378,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx378.wav,17F,sx105,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/sx105.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/39M/straightcam/sx378.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx378_17F_sx105.wav
1562,39M,sx379,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx379.wav,43F,si1059,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/si1059.wav,Cafe,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/20/volunteers/39M/straightcam/sx379.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx379_43F_si1059.wav
1563,39M,sx380,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx380.wav,57M,si643,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/si643.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/39M/straightcam/sx380.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx380_57M_si643.wav
1564,39M,sx420,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx420.wav,02M,si2179,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/si2179.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/39M/straightcam/sx420.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx420_02M_si2179.wav
1565,39M,sx9,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx9.wav,12M,si1399,/project/pi_mfiterau_umass_edu/TCD_TIMIT/12M/straightcam/si1399.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/39M/straightcam/sx9.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx9_12M_si1399.wav
1566,39M,sx93,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx93.wav,12M,sx231,/project/pi_mfiterau_umass_edu/TCD_TIMIT/12M/straightcam/sx231.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/39M/straightcam/sx93.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx93_12M_sx231.wav
1567,39M,sx99,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx99.wav,05F,si510,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/si510.wav,White,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/0/volunteers/39M/straightcam/sx99.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/39M_sx99_05F_si510.wav
1568,46F,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/sa1.wav,32F,si1556,/project/pi_mfiterau_umass_edu/TCD_TIMIT/32F/straightcam/si1556.wav,Car,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/-5/volunteers/46F/straightcam/sa1.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_sa1_32F_si1556.wav
1569,46F,sa2,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/sa2.wav,14M,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/14M/straightcam/sa1.wav,LR,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/-5/volunteers/46F/straightcam/sa2.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_sa2_14M_sa1.wav
1570,46F,si1093,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1093.wav,48M,sx50,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx50.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/46F/straightcam/si1093.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1093_48M_sx50.wav
1571,46F,si1182,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1182.wav,01M,si776,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si776.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/46F/straightcam/si1182.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1182_01M_si776.wav
1572,46F,si1267,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1267.wav,05F,si1944,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/si1944.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/46F/straightcam/si1267.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1267_05F_si1944.wav
1573,46F,si1270,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1270.wav,21M,sx160,/project/pi_mfiterau_umass_edu/TCD_TIMIT/21M/straightcam/sx160.wav,Cafe,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/15/volunteers/46F/straightcam/si1270.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1270_21M_sx160.wav
1574,46F,si1355,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1355.wav,57M,si2260,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/si2260.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/46F/straightcam/si1355.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1355_57M_si2260.wav
1575,46F,si1361,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1361.wav,43F,si1095,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/si1095.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/46F/straightcam/si1361.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1361_43F_si1095.wav
1576,46F,si1391,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1391.wav,47M,sx423,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx423.wav,White,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/15/volunteers/46F/straightcam/si1391.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1391_47M_sx423.wav
1577,46F,si1443,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1443.wav,40F,sx391,/project/pi_mfiterau_umass_edu/TCD_TIMIT/40F/straightcam/sx391.wav,LR,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/20/volunteers/46F/straightcam/si1443.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1443_40F_sx391.wav
1578,46F,si1448,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1448.wav,22M,sx170,/project/pi_mfiterau_umass_edu/TCD_TIMIT/22M/straightcam/sx170.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/46F/straightcam/si1448.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1448_22M_sx170.wav
1579,46F,si1454,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1454.wav,10M,sx295,/project/pi_mfiterau_umass_edu/TCD_TIMIT/10M/straightcam/sx295.wav,White,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/20/volunteers/46F/straightcam/si1454.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1454_10M_sx295.wav
1580,46F,si1525,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1525.wav,48M,sx414,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx414.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/46F/straightcam/si1525.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1525_48M_sx414.wav
1581,46F,si1626,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1626.wav,47M,si832,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si832.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/46F/straightcam/si1626.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1626_47M_si832.wav
1582,46F,si1723,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1723.wav,48M,si864,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/si864.wav,White,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/10/volunteers/46F/straightcam/si1723.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1723_48M_si864.wav
1583,46F,si1750,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1750.wav,57M,sx11,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/sx11.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/46F/straightcam/si1750.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1750_57M_sx11.wav
1584,46F,si1809,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1809.wav,17F,si561,/project/pi_mfiterau_umass_edu/TCD_TIMIT/17F/straightcam/si561.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/46F/straightcam/si1809.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1809_17F_si561.wav
1585,46F,si1812,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1812.wav,57M,si2081,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/si2081.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/46F/straightcam/si1812.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1812_57M_si2081.wav
1586,46F,si1899,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1899.wav,06M,si701,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/si701.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/46F/straightcam/si1899.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1899_06M_si701.wav
1587,46F,si1900,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1900.wav,06M,sx154,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/sx154.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/46F/straightcam/si1900.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1900_06M_sx154.wav
1588,46F,si1985,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1985.wav,20M,sx234,/project/pi_mfiterau_umass_edu/TCD_TIMIT/20M/straightcam/sx234.wav,Babble,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/15/volunteers/46F/straightcam/si1985.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1985_20M_sx234.wav
1589,46F,si1991,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1991.wav,04M,si1660,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1660.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/46F/straightcam/si1991.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1991_04M_si1660.wav
1590,46F,si1994,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1994.wav,23M,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/sa1.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/46F/straightcam/si1994.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si1994_23M_sa1.wav
1591,46F,si2073,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si2073.wav,51F,si1843,/project/pi_mfiterau_umass_edu/TCD_TIMIT/51F/straightcam/si1843.wav,White,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/10/volunteers/46F/straightcam/si2073.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si2073_51F_si1843.wav
1592,46F,si2078,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si2078.wav,31F,si1813,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/si1813.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/46F/straightcam/si2078.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si2078_31F_si1813.wav
1593,46F,si2084,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si2084.wav,01M,si1722,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1722.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/46F/straightcam/si2084.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si2084_01M_si1722.wav
1594,46F,si2254,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si2254.wav,38F,sx188,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/sx188.wav,White,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/5/volunteers/46F/straightcam/si2254.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/46F_si2254_38F_sx188.wav
